,pais_nac_agresor,suicidio,convivencia,edad_agresor,edad_victima,comunidad_autonoma,estado,año,mes,n_victimas_mortales,hijos_huerfanos
235,España,No hubo tentativa,Sí,61-70 años,61-70 años,Comunidad de Madrid,Pareja en fase de separación,2006,Marzo,1.0,0.0
236,España,No hubo tentativa,Sí,61-70 años,71-84 años,Canarias,Pareja,2007,Junio,1.0,0.0
237,España,No hubo tentativa,Sí,61-70 años,71-84 años,Canarias,Pareja,2020,Abril,1.0,0.0
238,España,No hubo tentativa,Sí,71-84 años,61-70 años,Canarias,Pareja en fase de separación,2008,Diciembre,1.0,0.0
239,España,No hubo tentativa,Sí,71-84 años,71-84 años,Cantabria,Pareja,2007,Noviembre,1.0,0.0
240,España,No hubo tentativa,Sí,21-30 años,18-20 años,Andalucía,Pareja,2004,Noviembre,1.0,0.0
241,España,No hubo tentativa,Sí,21-30 años,18-20 años,Andalucía,Pareja,2005,Marzo,1.0,0.0
242,España,No hubo tentativa,Sí,21-30 años,18-20 años,Andalucía,Pareja,2005,Diciembre,1.0,0.0
243,España,No hubo tentativa,Sí,21-30 años,21-30 años,Andalucía,Pareja,2005,Abril,1.0,0.0
244,España,No hubo tentativa,Sí,21-30 años,21-30 años,Aragón,Pareja en fase de separación,2004,Marzo,1.0,0.0
245,España,No hubo tentativa,Sí,21-30 años,21-30 años,Canarias,Pareja,2003,Abril,1.0,0.0
246,España,No hubo tentativa,Sí,31-40 años,21-30 años,Canarias,Pareja,2005,Abril,1.0,0.0
247,España,No hubo tentativa,Sí,31-40 años,31-40 años,Canarias,Pareja en fase de separación,2003,Agosto,1.0,0.0
248,España,No hubo tentativa,Sí,31-40 años,31-40 años,Cantabria,Pareja en fase de separación,2004,Agosto,1.0,0.0
249,España,No hubo tentativa,Sí,31-40 años,31-40 años,Castilla y León,Pareja,2004,Septiembre,1.0,0.0
250,España,No hubo tentativa,Sí,31-40 años,31-40 años,Cataluña,Pareja,2004,Marzo,1.0,0.0
251,España,No hubo tentativa,Sí,31-40 años,31-40 años,Comunitat Valenciana,Pareja,2005,Abril,1.0,0.0
252,España,No hubo tentativa,Sí,31-40 años,31-40 años,Comunitat Valenciana,Pareja en fase de separación,2003,Abril,1.0,0.0
253,España,No hubo tentativa,Sí,31-40 años,31-40 años,Extremadura,Pareja en fase de separación,2003,Octubre,1.0,0.0
254,España,No hubo tentativa,Sí,31-40 años,31-40 años,Ceuta,Pareja en fase de separación,2003,Junio,1.0,0.0
255,España,No hubo tentativa,Sí,31-40 años,No consta,Cataluña,Pareja en fase de separación,2003,Enero,1.0,0.0
256,España,No hubo tentativa,Sí,41-50 años,31-40 años,Comunidad de Madrid,Pareja,2003,Diciembre,1.0,0.0
257,España,No hubo tentativa,Sí,41-50 años,31-40 años,País Vasco,Pareja,2005,Octubre,1.0,0.0
258,España,No hubo tentativa,Sí,41-50 años,31-40 años,Melilla,Pareja,2005,Diciembre,1.0,0.0
259,España,No hubo tentativa,Sí,41-50 años,41-50 años,Illes Balears,Pareja,2005,Agosto,1.0,0.0
260,España,No hubo tentativa,Sí,41-50 años,41-50 años,Canarias,Pareja,2005,Noviembre,1.0,0.0
261,España,No hubo tentativa,Sí,41-50 años,41-50 años,Castilla y León,Pareja,2003,Noviembre,1.0,0.0
262,España,No hubo tentativa,Sí,41-50 años,41-50 años,Galicia,Pareja,2003,Marzo,1.0,0.0
263,España,No hubo tentativa,Sí,41-50 años,41-50 años,Comunidad de Madrid,Pareja en fase de separación,2004,Abril,1.0,0.0
264,España,No hubo tentativa,Sí,51-60 años,41-50 años,Andalucía,Pareja,2003,Enero,1.0,0.0
265,España,No hubo tentativa,Sí,51-60 años,51-60 años,Andalucía,Pareja,2004,Octubre,1.0,0.0
266,España,No hubo tentativa,Sí,51-60 años,51-60 años,Cataluña,Pareja,2004,Agosto,1.0,0.0
267,España,No hubo tentativa,Sí,51-60 años,51-60 años,Comunitat Valenciana,Pareja,2004,Mayo,1.0,0.0
268,España,No hubo tentativa,Sí,51-60 años,51-60 años,País Vasco,Pareja en fase de separación,2004,Diciembre,1.0,0.0
269,España,No hubo tentativa,Sí,61-70 años,51-60 años,Andalucía,Pareja,2004,Junio,1.0,0.0
270,España,No hubo tentativa,Sí,61-70 años,61-70 años,Cataluña,Pareja,2003,Junio,1.0,0.0
271,España,No hubo tentativa,Sí,61-70 años,61-70 años,Comunitat Valenciana,Pareja,2004,Junio,1.0,0.0
272,España,No hubo tentativa,Sí,61-70 años,61-70 años,Galicia,Pareja,2003,Febrero,1.0,0.0
273,España,No hubo tentativa,Sí,61-70 años,61-70 años,Comunidad de Madrid,Pareja,2003,Marzo,1.0,0.0
274,España,No hubo tentativa,Sí,61-70 años,61-70 años,La Rioja,Pareja,2004,Octubre,1.0,0.0
275,España,No hubo tentativa,Sí,61-70 años,71-84 años,Andalucía,Pareja,2003,Febrero,1.0,0.0
276,España,No hubo tentativa,Sí,61-70 años,71-84 años,Galicia,Pareja,2005,Noviembre,1.0,0.0
277,España,No hubo tentativa,Sí,71-84 años,61-70 años,Comunidad de Madrid,Pareja en fase de separación,2004,Julio,1.0,0.0
278,España,No hubo tentativa,Sí,71-84 años,71-84 años,Andalucía,Pareja,2005,Septiembre,1.0,0.0
279,España,No hubo tentativa,Sí,71-84 años,71-84 años,Castilla y León,Pareja,2004,Mayo,1.0,0.0
280,España,No hubo tentativa,Sí,71-84 años,71-84 años,Extremadura,Pareja,2004,Enero,1.0,0.0
281,España,No hubo tentativa,Sí,71-84 años,71-84 años,Extremadura,Pareja,2004,Diciembre,1.0,0.0
282,España,No hubo tentativa,Sí,>=85 años,>=85 años,Andalucía,Pareja,2003,Septiembre,1.0,0.0
283,España,No hubo tentativa,Sí,>=85 años,>=85 años,Cataluña,Pareja,2004,Septiembre,1.0,0.0
284,España,No hubo tentativa,Sí,No consta,21-30 años,Aragón,Pareja en fase de separación,2003,Mayo,1.0,0.0
285,España,No hubo tentativa,Sí,No consta,21-30 años,Castilla-La Mancha,Pareja en fase de separación,2003,Julio,1.0,0.0
286,España,No hubo tentativa,Sí,No consta,21-30 años,Cataluña,Pareja,2003,Febrero,1.0,0.0
287,España,No hubo tentativa,Sí,No consta,21-30 años,Comunitat Valenciana,Pareja en fase de separación,2003,Mayo,1.0,0.0
288,España,No hubo tentativa,Sí,No consta,31-40 años,Andalucía,Pareja,2003,Noviembre,1.0,0.0
289,España,No hubo tentativa,Sí,No consta,31-40 años,Aragón,Pareja,2003,Junio,1.0,0.0
290,España,No hubo tentativa,Sí,No consta,31-40 años,Illes Balears,Pareja en fase de separación,2003,Noviembre,1.0,0.0
291,España,No hubo tentativa,Sí,No consta,31-40 años,Canarias,Pareja,2003,Enero,1.0,0.0
292,España,No hubo tentativa,Sí,No consta,31-40 años,Canarias,Pareja,2004,Julio,1.0,0.0
293,España,No hubo tentativa,Sí,No consta,31-40 años,Castilla y León,Pareja,2005,Abril,1.0,0.0
294,España,No hubo tentativa,Sí,No consta,31-40 años,Cataluña,Pareja,2003,Julio,1.0,0.0
295,España,No hubo tentativa,Sí,No consta,31-40 años,Cataluña,Pareja,2004,Diciembre,1.0,0.0
296,España,No hubo tentativa,Sí,No consta,31-40 años,Cataluña,Pareja en fase de separación,2004,Mayo,1.0,0.0
297,España,No hubo tentativa,Sí,No consta,31-40 años,Comunitat Valenciana,Pareja en fase de separación,2004,Agosto,1.0,0.0
298,España,No hubo tentativa,Sí,No consta,41-50 años,Andalucía,Pareja en fase de separación,2004,Marzo,1.0,0.0
299,España,No hubo tentativa,Sí,No consta,41-50 años,Castilla-La Mancha,Pareja en fase de separación,2003,Mayo,1.0,0.0
300,España,No hubo tentativa,Sí,No consta,41-50 años,Cataluña,Pareja,2003,Abril,1.0,0.0
301,España,No hubo tentativa,Sí,No consta,41-50 años,Comunidad de Madrid,Pareja en fase de separación,2003,Julio,1.0,0.0
302,España,No hubo tentativa,Sí,No consta,51-60 años,Cataluña,Pareja,2004,Diciembre,1.0,0.0
303,España,No hubo tentativa,Sí,No consta,51-60 años,Cataluña,Pareja,2005,Julio,1.0,0.0
304,España,No hubo tentativa,Sí,No consta,51-60 años,Cataluña,Pareja en fase de separación,2005,Abril,1.0,0.0
305,España,No hubo tentativa,Sí,No consta,51-60 años,Comunidad de Madrid,Pareja,2004,Abril,1.0,0.0
306,España,No hubo tentativa,Sí,No consta,61-70 años,Aragón,Pareja,2005,Mayo,1.0,0.0
307,España,No hubo tentativa,Sí,No consta,61-70 años,Castilla y León,Pareja,2003,Agosto,1.0,0.0
308,España,No hubo tentativa,Sí,No consta,61-70 años,Comunitat Valenciana,Pareja,2004,Junio,1.0,0.0
309,España,No hubo tentativa,Sí,No consta,61-70 años,Comunitat Valenciana,Pareja,2005,Junio,1.0,0.0
310,España,No hubo tentativa,Sí,No consta,71-84 años,Andalucía,Pareja,2004,Febrero,1.0,0.0
311,España,No hubo tentativa,Sí,No consta,No consta,Principado de Asturias,Pareja,2003,Junio,1.0,0.0
312,España,No hubo tentativa,Sí,No consta,No consta,Canarias,Pareja,2003,Agosto,1.0,0.0
313,España,No hubo tentativa,Sí,No consta,No consta,Comunitat Valenciana,Pareja,2003,Abril,1.0,0.0
314,España,No hubo tentativa,Sí,No consta,No consta,Comunitat Valenciana,Pareja,2003,Julio,1.0,0.0
315,España,No hubo tentativa,Sí,No consta,No consta,Galicia,Pareja,2004,Diciembre,1.0,0.0
316,España,No hubo tentativa,Sí,No consta,No consta,Comunidad de Madrid,Pareja,2005,Marzo,1.0,0.0
317,España,No hubo tentativa,No,18-20 años,18-20 años,Comunidad de Madrid,Expareja,2022,Julio,1.0,0.0
318,España,No hubo tentativa,No,18-20 años,21-30 años,Cataluña,Expareja,2006,Febrero,1.0,0.0
319,España,No hubo tentativa,No,21-30 años,16-17 años,Andalucía,Pareja,2006,Septiembre,1.0,0.0
320,España,No hubo tentativa,No,21-30 años,18-20 años,Andalucía,Pareja,2011,Julio,1.0,0.0
321,España,No hubo tentativa,No,21-30 años,18-20 años,Comunitat Valenciana,Expareja,2007,Mayo,1.0,0.0
322,España,No hubo tentativa,No,21-30 años,21-30 años,Andalucía,Expareja,2013,Junio,1.0,1.0
323,España,No hubo tentativa,No,21-30 años,21-30 años,Castilla y León,Pareja,2008,Septiembre,1.0,0.0
324,España,No hubo tentativa,No,21-30 años,21-30 años,Castilla-La Mancha,Expareja,2015,Agosto,1.0,0.0
325,España,No hubo tentativa,No,21-30 años,21-30 años,Castilla-La Mancha,Pareja,2008,Diciembre,1.0,0.0
326,España,No hubo tentativa,No,21-30 años,21-30 años,Cataluña,Expareja,2008,Marzo,1.0,0.0
327,España,No hubo tentativa,No,21-30 años,21-30 años,Cataluña,Expareja,2023,Julio,1.0,0.0
328,España,No hubo tentativa,No,21-30 años,21-30 años,Comunitat Valenciana,Pareja,2021,Diciembre,1.0,2.0
329,España,No hubo tentativa,No,21-30 años,21-30 años,Galicia,Pareja,2020,Enero,1.0,0.0
330,España,No hubo tentativa,No,21-30 años,21-30 años,Comunidad de Madrid,Expareja,2016,Mayo,1.0,0.0
331,España,No hubo tentativa,No,21-30 años,21-30 años,Comunidad de Madrid,Pareja,2016,Noviembre,1.0,0.0
332,España,No hubo tentativa,No,21-30 años,31-40 años,Castilla y León,Expareja,2021,Abril,1.0,0.0
333,España,No hubo tentativa,No,21-30 años,31-40 años,Galicia,Pareja en fase de separación,2016,Febrero,1.0,2.0
334,España,No hubo tentativa,No,31-40 años,21-30 años,Andalucía,Expareja,2013,Septiembre,1.0,0.0
335,España,No hubo tentativa,No,31-40 años,21-30 años,Andalucía,Pareja en fase de separación,2011,Mayo,1.0,0.0
336,España,No hubo tentativa,No,31-40 años,21-30 años,Principado de Asturias,Pareja,2007,Junio,1.0,0.0
337,España,No hubo tentativa,No,31-40 años,21-30 años,Canarias,Expareja,2015,Julio,1.0,0.0
338,España,No hubo tentativa,No,31-40 años,21-30 años,Canarias,Pareja,2006,Diciembre,1.0,0.0
339,España,No hubo tentativa,No,31-40 años,21-30 años,Canarias,Pareja,2012,Abril,1.0,0.0
340,España,No hubo tentativa,No,31-40 años,21-30 años,Castilla y León,Expareja,2010,Marzo,1.0,0.0
341,España,No hubo tentativa,No,31-40 años,21-30 años,Castilla y León,Expareja,2012,Octubre,1.0,0.0
342,España,No hubo tentativa,No,31-40 años,21-30 años,Comunitat Valenciana,Expareja,2013,Noviembre,1.0,0.0
343,España,No hubo tentativa,No,31-40 años,21-30 años,Galicia,Expareja,2015,Julio,1.0,1.0
344,España,No hubo tentativa,No,31-40 años,21-30 años,Comunidad de Madrid,Expareja,2007,Agosto,1.0,0.0
345,España,No hubo tentativa,No,31-40 años,21-30 años,Región de Murcia,Pareja en fase de separación,2008,Octubre,1.0,0.0
346,España,No hubo tentativa,No,31-40 años,31-40 años,Andalucía,Expareja,2007,Octubre,1.0,0.0
347,España,No hubo tentativa,No,31-40 años,31-40 años,Andalucía,Expareja,2010,Mayo,1.0,0.0
348,España,No hubo tentativa,No,31-40 años,31-40 años,Andalucía,Expareja,2020,Febrero,1.0,0.0
349,España,No hubo tentativa,No,31-40 años,31-40 años,Illes Balears,Pareja en fase de separación,2020,Noviembre,1.0,4.0
350,España,No hubo tentativa,No,31-40 años,31-40 años,Canarias,Expareja,2022,Julio,1.0,0.0
351,España,No hubo tentativa,No,31-40 años,31-40 años,Castilla y León,Expareja,2014,Marzo,1.0,1.0
352,España,No hubo tentativa,No,31-40 años,31-40 años,Castilla y León,Pareja,2006,Abril,1.0,0.0
353,España,No hubo tentativa,No,31-40 años,31-40 años,Cataluña,Expareja,2013,Marzo,1.0,1.0
354,España,No hubo tentativa,No,31-40 años,31-40 años,Cataluña,Pareja,2008,Julio,1.0,0.0
355,España,No hubo tentativa,No,31-40 años,31-40 años,Cataluña,Pareja,2012,Septiembre,1.0,0.0
356,España,No hubo tentativa,No,31-40 años,31-40 años,Comunitat Valenciana,Expareja,2013,Enero,1.0,2.0
357,España,No hubo tentativa,No,31-40 años,31-40 años,Galicia,Expareja,2015,Octubre,1.0,0.0
358,España,No hubo tentativa,No,31-40 años,31-40 años,Comunidad de Madrid,Expareja,2010,Enero,1.0,0.0
359,España,No hubo tentativa,No,31-40 años,31-40 años,Comunidad de Madrid,Pareja en fase de separación,2009,Febrero,1.0,0.0
360,España,No hubo tentativa,No,31-40 años,31-40 años,País Vasco,Expareja,2014,Marzo,1.0,2.0
361,España,No hubo tentativa,No,31-40 años,31-40 años,País Vasco,Pareja,2015,Octubre,1.0,0.0
362,España,No hubo tentativa,No,31-40 años,31-40 años,La Rioja,Expareja,2009,Noviembre,1.0,0.0
363,España,No hubo tentativa,No,31-40 años,41-50 años,Canarias,Pareja,2016,Diciembre,1.0,1.0
364,España,No hubo tentativa,No,31-40 años,41-50 años,Galicia,Expareja,2007,Diciembre,1.0,0.0
365,España,No hubo tentativa,No,31-40 años,41-50 años,Galicia,Expareja,2008,Noviembre,1.0,0.0
366,España,No hubo tentativa,No,31-40 años,41-50 años,Galicia,Pareja,2015,Septiembre,1.0,0.0
367,España,No hubo tentativa,No,31-40 años,41-50 años,Comunidad de Madrid,Expareja,2014,Febrero,1.0,2.0
368,España,No hubo tentativa,No,41-50 años,21-30 años,Andalucía,Expareja,2011,Mayo,1.0,0.0
369,España,No hubo tentativa,No,41-50 años,21-30 años,Illes Balears,Expareja,2006,Enero,1.0,0.0
370,España,No hubo tentativa,No,41-50 años,21-30 años,Galicia,Expareja,2008,Noviembre,1.0,0.0
371,España,No hubo tentativa,No,41-50 años,31-40 años,Andalucía,Expareja,2021,Diciembre,1.0,2.0
372,España,No hubo tentativa,No,41-50 años,31-40 años,Andalucía,Pareja,2019,Julio,1.0,4.0
373,España,No hubo tentativa,No,41-50 años,31-40 años,Principado de Asturias,Expareja,2008,Julio,1.0,0.0
374,España,No hubo tentativa,No,41-50 años,31-40 años,Illes Balears,Expareja,2018,Noviembre,1.0,2.0
375,España,No hubo tentativa,No,41-50 años,31-40 años,Canarias,Expareja,2009,Marzo,1.0,0.0
376,España,No hubo tentativa,No,41-50 años,31-40 años,Canarias,Expareja,2013,Febrero,1.0,2.0
377,España,No hubo tentativa,No,41-50 años,31-40 años,Cataluña,Expareja,2007,Enero,1.0,0.0
378,España,No hubo tentativa,No,41-50 años,31-40 años,Comunitat Valenciana,Expareja,2015,Febrero,1.0,3.0
379,España,No hubo tentativa,No,41-50 años,31-40 años,Galicia,Expareja,2019,Septiembre,1.0,2.0
380,España,No hubo tentativa,No,41-50 años,31-40 años,Galicia,Pareja en fase de separación,2011,Octubre,1.0,0.0
381,España,No hubo tentativa,No,41-50 años,41-50 años,Andalucía,Pareja en fase de separación,2019,Enero,1.0,1.0
382,España,No hubo tentativa,No,41-50 años,41-50 años,Principado de Asturias,Pareja,2018,Marzo,1.0,1.0
383,España,No hubo tentativa,No,41-50 años,41-50 años,Castilla y León,Pareja,2013,Septiembre,1.0,1.0
384,España,No hubo tentativa,No,41-50 años,41-50 años,Castilla y León,Pareja,2021,Febrero,1.0,1.0
385,España,No hubo tentativa,No,41-50 años,41-50 años,Cataluña,Expareja,2008,Septiembre,1.0,0.0
386,España,No hubo tentativa,No,41-50 años,41-50 años,Cataluña,Expareja,2012,Diciembre,1.0,0.0
387,España,No hubo tentativa,No,41-50 años,41-50 años,Comunitat Valenciana,Pareja en fase de separación,2019,Julio,1.0,1.0
388,España,No hubo tentativa,No,41-50 años,41-50 años,Galicia,Expareja,2023,Febrero,1.0,2.0
389,España,No hubo tentativa,No,41-50 años,41-50 años,Comunidad de Madrid,Expareja,2014,Marzo,1.0,2.0
390,España,No hubo tentativa,No,41-50 años,41-50 años,Comunidad de Madrid,Expareja,2021,Marzo,1.0,1.0
391,España,No hubo tentativa,No,41-50 años,51-60 años,Comunitat Valenciana,Pareja,2010,Noviembre,1.0,0.0
392,España,No hubo tentativa,No,41-50 años,51-60 años,Comunidad de Madrid,Expareja,2011,Diciembre,1.0,0.0
393,España,No hubo tentativa,No,51-60 años,31-40 años,Cataluña,Pareja,2010,Junio,1.0,0.0
394,España,No hubo tentativa,No,51-60 años,31-40 años,Galicia,Expareja,2010,Septiembre,1.0,0.0
395,España,No hubo tentativa,No,51-60 años,41-50 años,Andalucía,Expareja,2009,Septiembre,1.0,0.0
396,España,No hubo tentativa,No,51-60 años,41-50 años,Andalucía,Expareja,2012,Enero,1.0,0.0
397,España,No hubo tentativa,No,51-60 años,41-50 años,Principado de Asturias,Pareja en fase de separación,2021,Mayo,1.0,0.0
398,España,No hubo tentativa,No,51-60 años,41-50 años,Illes Balears,Pareja en fase de separación,2014,Julio,1.0,0.0
399,España,No hubo tentativa,No,51-60 años,41-50 años,Canarias,Expareja,2019,Enero,1.0,0.0
400,España,No hubo tentativa,No,51-60 años,41-50 años,Castilla y León,Expareja,2016,Noviembre,1.0,1.0
401,España,No hubo tentativa,No,51-60 años,41-50 años,Castilla y León,Pareja en fase de separación,2011,Agosto,1.0,0.0
402,España,No hubo tentativa,No,51-60 años,41-50 años,Castilla y León,Pareja en fase de separación,2016,Julio,1.0,0.0
403,España,No hubo tentativa,No,51-60 años,41-50 años,Comunitat Valenciana,Pareja,2017,Febrero,1.0,0.0
404,España,No hubo tentativa,No,51-60 años,51-60 años,Cataluña,Pareja,2007,Septiembre,1.0,0.0
405,España,No hubo tentativa,No,61-70 años,51-60 años,Andalucía,Expareja,2009,Febrero,1.0,0.0
406,España,No hubo tentativa,No,61-70 años,51-60 años,Castilla y León,Pareja,2008,Marzo,1.0,0.0
407,España,No hubo tentativa,No,61-70 años,61-70 años,Cataluña,Expareja,2017,Octubre,1.0,0.0
408,España,No hubo tentativa,No,>=85 años,41-50 años,Illes Balears,Pareja en fase de separación,2010,Noviembre,1.0,0.0
409,España,No hubo tentativa,No,No consta,41-50 años,Castilla y León,Expareja,2006,Marzo,1.0,0.0
410,España,No hubo tentativa,No,21-30 años,18-20 años,Región de Murcia,Expareja,2017,Septiembre,1.0,0.0
411,España,No hubo tentativa,No,21-30 años,21-30 años,Andalucía,Expareja,2014,Julio,1.0,1.0
412,España,No hubo tentativa,No,21-30 años,21-30 años,Comunitat Valenciana,Expareja,2007,Noviembre,1.0,0.0
413,España,No hubo tentativa,No,21-30 años,21-30 años,Región de Murcia,Expareja,2006,Enero,1.0,0.0
414,España,No hubo tentativa,No,31-40 años,18-20 años,Galicia,Expareja,2009,Agosto,1.0,0.0
415,España,No hubo tentativa,No,31-40 años,21-30 años,Andalucía,Expareja,2011,Diciembre,1.0,0.0
416,España,No hubo tentativa,No,31-40 años,21-30 años,Cataluña,Expareja,2009,Marzo,1.0,0.0
417,España,No hubo tentativa,No,31-40 años,21-30 años,Galicia,Expareja,2012,Junio,1.0,0.0
418,España,No hubo tentativa,No,31-40 años,21-30 años,Comunidad de Madrid,Expareja,2007,Abril,1.0,0.0
419,España,No hubo tentativa,No,31-40 años,31-40 años,Andalucía,Pareja,2007,Febrero,1.0,0.0
420,España,No hubo tentativa,No,31-40 años,31-40 años,Andalucía,Pareja en fase de separación,2015,Diciembre,1.0,2.0
421,España,No hubo tentativa,No,31-40 años,31-40 años,Canarias,Expareja,2015,Octubre,1.0,3.0
422,España,No hubo tentativa,No,31-40 años,31-40 años,Comunitat Valenciana,Expareja,2007,Febrero,1.0,0.0
423,España,No hubo tentativa,No,31-40 años,31-40 años,País Vasco,Pareja en fase de separación,2023,Mayo,1.0,1.0
424,España,No hubo tentativa,No,31-40 años,41-50 años,Comunitat Valenciana,Expareja,2017,Febrero,1.0,0.0
425,España,No hubo tentativa,No,31-40 años,41-50 años,Comunidad de Madrid,Expareja,2013,Noviembre,1.0,1.0
426,España,No hubo tentativa,No,41-50 años,31-40 años,Andalucía,Expareja,2006,Enero,1.0,0.0
427,España,No hubo tentativa,No,41-50 años,31-40 años,Andalucía,Expareja,2013,Noviembre,1.0,1.0
428,España,No hubo tentativa,No,41-50 años,31-40 años,Andalucía,Expareja,2018,Septiembre,1.0,1.0
429,España,No hubo tentativa,No,41-50 años,31-40 años,Andalucía,Pareja en fase de separación,2011,Febrero,1.0,0.0
430,España,No hubo tentativa,No,41-50 años,31-40 años,Cantabria,Expareja,2021,Diciembre,1.0,1.0
431,España,No hubo tentativa,No,41-50 años,31-40 años,Galicia,Pareja,2014,Febrero,1.0,4.0
432,España,No hubo tentativa,No,41-50 años,31-40 años,Comunidad de Madrid,Pareja en fase de separación,2023,Noviembre,1.0,0.0
433,España,No hubo tentativa,No,41-50 años,41-50 años,Andalucía,Expareja,2006,Noviembre,1.0,0.0
434,España,No hubo tentativa,No,41-50 años,41-50 años,Andalucía,Expareja,2011,Marzo,1.0,0.0
435,España,No hubo tentativa,No,41-50 años,41-50 años,Andalucía,Expareja,2011,Septiembre,1.0,0.0
436,España,No hubo tentativa,No,41-50 años,41-50 años,Andalucía,Expareja,2016,Julio,1.0,0.0
437,España,No hubo tentativa,No,41-50 años,41-50 años,Andalucía,Pareja en fase de separación,2011,Enero,1.0,0.0
438,España,No hubo tentativa,No,41-50 años,41-50 años,Canarias,Expareja,2009,Mayo,1.0,0.0
439,España,No hubo tentativa,No,41-50 años,41-50 años,Canarias,Expareja,2020,Julio,1.0,0.0
440,España,No hubo tentativa,No,41-50 años,41-50 años,Comunitat Valenciana,Expareja,2007,Junio,1.0,0.0
441,España,No hubo tentativa,No,41-50 años,41-50 años,Comunitat Valenciana,Expareja,2015,Noviembre,1.0,1.0
442,España,No hubo tentativa,No,41-50 años,41-50 años,Comunidad Foral de Navarra,Expareja,2018,Octubre,1.0,0.0
443,España,No hubo tentativa,No,41-50 años,51-60 años,Andalucía,Pareja,2019,Junio,1.0,0.0
444,España,No hubo tentativa,No,41-50 años,51-60 años,Cataluña,Expareja,2021,Diciembre,1.0,1.0
445,España,No hubo tentativa,No,51-60 años,21-30 años,Cataluña,Expareja,2021,Julio,1.0,0.0
446,España,No hubo tentativa,No,51-60 años,31-40 años,Andalucía,Expareja,2017,Junio,1.0,2.0
447,España,No hubo tentativa,No,51-60 años,31-40 años,Andalucía,Expareja,2018,Octubre,1.0,2.0
448,España,No hubo tentativa,No,51-60 años,31-40 años,Aragón,Expareja,2023,Marzo,1.0,1.0
449,España,No hubo tentativa,No,51-60 años,31-40 años,Cataluña,Pareja en fase de separación,2017,Febrero,1.0,5.0
450,España,No hubo tentativa,No,51-60 años,31-40 años,Comunitat Valenciana,Pareja en fase de separación,2011,Septiembre,1.0,0.0
451,España,No hubo tentativa,No,51-60 años,41-50 años,Andalucía,Pareja en fase de separación,2008,Febrero,1.0,0.0
452,España,No hubo tentativa,No,51-60 años,41-50 años,Comunitat Valenciana,Expareja,2008,Febrero,1.0,0.0
453,España,No hubo tentativa,No,51-60 años,41-50 años,Comunidad Foral de Navarra,Expareja,2008,Octubre,1.0,0.0
454,España,No hubo tentativa,No,51-60 años,51-60 años,Andalucía,Expareja,2010,Marzo,1.0,0.0
455,España,No hubo tentativa,No,51-60 años,51-60 años,Cataluña,Pareja,2014,Marzo,1.0,0.0
456,España,No hubo tentativa,No,51-60 años,51-60 años,Comunitat Valenciana,Expareja,2006,Diciembre,1.0,0.0
457,España,No hubo tentativa,No,51-60 años,51-60 años,Comunidad de Madrid,Pareja en fase de separación,2011,Marzo,1.0,0.0
458,España,No hubo tentativa,No,61-70 años,41-50 años,Andalucía,Expareja,2010,Julio,1.0,0.0
459,España,No hubo tentativa,No,71-84 años,61-70 años,Andalucía,Expareja,2008,Mayo,1.0,0.0
460,España,No hubo tentativa,No,71-84 años,61-70 años,Cataluña,Expareja,2011,Mayo,1.0,0.0
461,España,No hubo tentativa,No,71-84 años,61-70 años,Extremadura,Pareja en fase de separación,2013,Agosto,1.0,0.0
462,España,No hubo tentativa,No,71-84 años,71-84 años,Aragón,Pareja en fase de separación,2022,Septiembre,1.0,0.0
463,España,No hubo tentativa,No,No consta,31-40 años,Andalucía,Expareja,2006,Junio,1.0,0.0
464,España,No hubo tentativa,No,16-17 años,No consta,País Vasco,Expareja,2004,Noviembre,1.0,0.0
465,España,No hubo tentativa,No,18-20 años,<16 años,Región de Murcia,Pareja,2004,Julio,1.0,0.0
466,España,No hubo tentativa,No,21-30 años,18-20 años,Andalucía,Expareja,2004,Mayo,1.0,0.0
467,España,No hubo tentativa,No,21-30 años,18-20 años,Comunitat Valenciana,Expareja,2004,Junio,1.0,0.0
468,España,No hubo tentativa,No,21-30 años,21-30 años,Andalucía,Expareja,2005,Febrero,1.0,0.0
469,España,No hubo tentativa,No,21-30 años,21-30 años,Principado de Asturias,Pareja,2005,Agosto,1.0,0.0
470,España,No hubo tentativa,No,21-30 años,21-30 años,Illes Balears,Pareja,2005,Enero,1.0,0.0
471,España,No hubo tentativa,No,21-30 años,21-30 años,País Vasco,Expareja,2005,Octubre,1.0,0.0
472,España,No hubo tentativa,No,31-40 años,21-30 años,La Rioja,Expareja,2003,Febrero,1.0,0.0
473,España,No hubo tentativa,No,31-40 años,31-40 años,Andalucía,Expareja,2004,Marzo,1.0,0.0
474,España,No hubo tentativa,No,31-40 años,31-40 años,Cantabria,Expareja,2004,Septiembre,1.0,0.0
475,España,No hubo tentativa,No,41-50 años,31-40 años,Andalucía,Expareja,2004,Julio,1.0,0.0
476,España,No hubo tentativa,No,41-50 años,31-40 años,Illes Balears,Expareja,2004,Enero,1.0,0.0
477,España,No hubo tentativa,No,41-50 años,31-40 años,Canarias,Expareja,2003,Diciembre,1.0,0.0
478,España,No hubo tentativa,No,41-50 años,31-40 años,Castilla-La Mancha,Expareja,2004,Agosto,1.0,0.0
479,España,No hubo tentativa,No,41-50 años,41-50 años,Cataluña,Expareja,2005,Octubre,1.0,0.0
480,España,No hubo tentativa,No,41-50 años,51-60 años,Canarias,Expareja,2016,Agosto,1.0,0.0
